"Energiedragers","Perioden","Totaal aanbod","Winning","Invoer","Uitvoer","Invoersaldo","Bunkering","Energieaanbod/Voorraadmutatie (PJ)","Statistische verschillen (PJ)","Totaal energieverbruik","Energieomzetting/Inzet energie voor omzetting/Totaal inzet (PJ)","Energieomzetting/Inzet energie voor omzetting/Inzet elektriciteit/WKK-omzetting (PJ)","Energieomzetting/Inzet energie voor omzetting/Inzet andere omzetting (PJ)","Energieomzetting/Productie energie uit omzetting/Totaal productie (PJ)","Energieomzetting/Productie energie uit omzetting/Productie elektriciteit/WKK-omzetting (PJ)","Energieomzetting/Productie energie uit omzetting/Productie andere omzetting (PJ)","Energieomzetting/Saldo inzet-productie energie/Totaal saldo energieomzetting (PJ)","Energieomzetting/Saldo inzet-productie energie/Saldo elektriciteit/WKK-omzetting (PJ)","Energieomzetting/Saldo inzet-productie energie/Saldo andere omzetting (PJ)","Eigen verbruik energiesector/Totaal (PJ)","Eigen verbruik energiesector/Olie- en gaswinning (PJ)","Eigen verbruik energiesector/Cokesfabrieken (PJ)","Eigen verbruik energiesector/Raffinaderijen (PJ)","Eigen verbruik energiesector/Totaal energiebedrijven (PJ)","Verliezen bij distributie (PJ)","Finaal verbruik/Totaal finaal verbruik (PJ)","Finaal verbruik/Finaal energieverbruik/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/IJzer- en staalindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Chemie en farmaceutische industrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Non-ferrometalenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Bouwmaterialenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Transportmiddelenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Metaalproducten en machine-industrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Delfstoffenwinning (geen olie en gas) (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Voedings- en genotmiddelenindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Papier- en grafische industrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Houtindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Bouwnijverheid (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Textiel-, kleding- en lederindustrie (PJ)","Finaal verbruik/Finaal energieverbruik/Nijverheid (exclusief de energiesector)/Onbekend (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Binnenlandse luchtvaart (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Wegverkeer (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Railverkeer (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Pijpleidingen (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Binnenlandse scheepvaart (PJ)","Finaal verbruik/Finaal energieverbruik/Vervoer/Onbekend (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Totaal (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Diensten, afval, water en reparatie (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Woningen (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Landbouw (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Visserij (PJ)","Finaal verbruik/Finaal energieverbruik/Overige afnemers/Onbekend (PJ)","Finaal verbruik/Niet-energetisch gebruik/Totaal (PJ)","Finaal verbruik/Niet-energetisch gebruik/Nijverheid (exclusief de energiesector) (PJ)","Finaal verbruik/Niet-energetisch gebruik/Waarvan chemie en petrochemie (PJ)","Finaal verbruik/Niet-energetisch gebruik/Vervoer (PJ)","Finaal verbruik/Niet-energetisch gebruik/Overige afnemers (PJ)"
"Motorbenzine","2013","  -343.2","","   406.6","   744.9","  -338.0","","    -4.9","","  -343.2","     3.4","","     3.4","   511.9","","   511.9","  -508.4","","  -508.4","       .","","","       .","","","   165.2","   165.2","     0.0","     0.0","       .","","       .","       .","       .","","       .","","","","       .","","   165.2","","   165.2","","","","","","","","","","","","","","",""
"Motorbenzine","2014","  -418.9","","   399.9","   814.0","  -414.0","","    -4.9","","  -418.9","     1.0","","     1.0","   583.8","","   583.8","  -582.8","","  -582.8","       .","","","       .","","","   163.8","   163.8","       .","       .","       .","","       .","       .","       .","","       .","","","","       .","","   163.8","","   163.8","","","","","","","","","","","","","","",""
"Motorbenzine","2015","  -463.1","","   417.5","   876.9","  -459.0","","    -3.7","","  -463.1","     1.7","","     1.7","   629.1","","   629.1","  -627.4","","  -627.4","       .","","","       .","","","   164.3","   164.3","       .","       .","       .","","       .","       .","       .","","       .","","","","       .","","   164.3","","   164.3","","","","","","","","","","","","","","",""
"Motorbenzine","2016","  -409.6","","   418.8","   827.1","  -408.0","","    -1.2","","  -409.6","     1.8","","     1.8","   579.9","","   579.9","  -578.2","","  -578.2","       .","","","       .","","","   168.6","   168.6","     0.0","     0.0","       .","","       .","       .","       .","","       .","","","","       .","","   168.6","","   168.6","","","","","","","","","","","","","","",""
"Motorbenzine","2017**","  -398.0","","   455.2","   855.9","  -401.0","","     2.7","","  -398.0","     1.3","","     1.3","   573.7","","   573.7","  -572.4","","  -572.4","       .","","","       .","","","   174.4","   174.4","       .","       .","       .","","       .","       .","       .","","       .","","","","       .","","   174.4","","   174.4","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1946","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1947","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1948","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1949","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1953","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1954","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1955","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1956","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1957","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1958","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1959","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1961","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1968","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1969","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1970","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1971","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1976","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1979","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1980","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1984","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1985","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1986","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1989","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1990","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1992","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1993","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1996","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1998","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","1999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2010","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2011","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jetfuel op benzinebasis","2017**","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1946","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1947","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1948","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1949","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1950","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1951","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1952","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1953","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1954","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1955","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1956","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1957","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1958","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1959","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1960","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1961","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1962","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1963","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1964","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1965","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1966","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1967","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1968","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1969","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1970","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1971","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1972","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1973","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1974","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1975","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1976","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1977","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1978","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1979","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1980","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1981","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1982","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1983","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1984","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1985","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1986","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1987","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1988","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1989","       .","","       .","       .","       .","       .","       .","","       .","       .","","       .","       .","","       .","       .","","       .","","","","","","","       .","       .","","","","","","","","","","","","","","","       .","       .","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1990","    -2.7","","     0.7","     3.3","    -3.0","     0.0","    -0.1","","    -2.7","     0.1","","     0.1","     3.0","","     3.0","    -2.9","","    -2.9","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1991","    -2.1","","     0.4","     2.8","    -2.0","     0.0","     0.3","","    -2.1","       .","","       .","     2.3","","     2.3","    -2.3","","    -2.3","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1992","    -1.8","","     0.3","     2.1","    -2.0","     0.0","     0.1","","    -1.8","     0.0","","     0.0","     2.0","","     2.0","    -2.0","","    -2.0","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","",""
"Vliegtuigbenzine","1993","    -3.3","","     0.2","     3.4","    -3.0","     0.1","     0.0","","    -3.3","     0.1","","     0.1","     3.5","","     3.5","    -3.4","","    -3.4","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","     0.2","     0.2","","","","","","","","","","","","","","","",""
