"Energiedragers","Perioden","Energieaanbod/Totaal aanbod (TPES) (PJ)","Winning","Invoer","Uitvoer","Energieverbruik"
"Restgassen uit olie","1954","       .","       .","","","       ."
"Restgassen uit olie","1955","       .","       .","","","       ."
"Restgassen uit olie","1956","       .","       .","","","       ."
"Restgassen uit olie","1957","       .","       .","","","       ."
"Restgassen uit olie","1958","       .","       .","","","       ."
"Restgassen uit olie","1959","       .","       .","","","       ."
"Restgassen uit olie","1960","       .","       .","","","       ."
"Restgassen uit olie","1961","       .","       .","","","       ."
"Restgassen uit olie","1962","       .","       .","","","       ."
"Restgassen uit olie","1963","       .","       .","","","       ."
"Restgassen uit olie","1964","       .","       .","","","       ."
"Restgassen uit olie","1965","       .","       .","","","       ."
"Restgassen uit olie","1966","       .","       .","","","       ."
"Restgassen uit olie","1967","       .","       .","","","       ."
"Restgassen uit olie","1968","       .","       .","","","       ."
"Restgassen uit olie","1969","       .","       .","","","       ."
"Restgassen uit olie","1970","       .","       .","","","       ."
"Restgassen uit olie","1971","       .","       .","","","       ."
"Restgassen uit olie","1972","       .","       .","","","       ."
"Restgassen uit olie","1973","       .","       .","","","       ."
"Restgassen uit olie","1974","       .","       .","","","       ."
"Restgassen uit olie","1975","       .","       .","","","       ."
"Restgassen uit olie","1976","       .","       .","","","       ."
"Restgassen uit olie","1977","       .","       .","","","       ."
"Restgassen uit olie","1978","       .","       .","","","       ."
"Restgassen uit olie","1979","       .","       .","","","       ."
"Restgassen uit olie","1980","       .","       .","","","       ."
"Restgassen uit olie","1981","       .","       .","","","       ."
"Restgassen uit olie","1982","       .","       .","","","       ."
"Restgassen uit olie","1983","       .","       .","","","       ."
"Restgassen uit olie","1984","       .","       .","","","       ."
"Restgassen uit olie","1985","       .","       .","","","       ."
"Restgassen uit olie","1986","       .","       .","","","       ."
"Restgassen uit olie","1987","       .","       .","","","       ."
"Restgassen uit olie","1988","       .","       .","","","       ."
"Restgassen uit olie","1989","       .","       .","","","       ."
"Restgassen uit olie","1990","     0.3","     0.3","","","     0.4"
"Restgassen uit olie","1991","     0.2","     0.2","","","     0.3"
"Restgassen uit olie","1992","     0.1","     0.1","","","     0.2"
"Restgassen uit olie","1993","     0.8","     0.8","","","     1.2"
"Restgassen uit olie","1994","     0.6","     0.6","","","     0.9"
"Restgassen uit olie","1995","     2.1","     2.1","","","     2.1"
"Restgassen uit olie","1996","     1.5","     1.5","","","     1.5"
"Restgassen uit olie","1997","     1.5","     1.5","","","     1.5"
"Restgassen uit olie","1998","     1.8","     1.8","","","     1.8"
"Restgassen uit olie","1999","     1.5","     1.5","","","     1.5"
"Restgassen uit olie","2000","     2.6","     2.6","","","     2.6"
"Restgassen uit olie","2001","     2.1","     2.1","","","     2.1"
"Restgassen uit olie","2002","     2.0","     2.0","","","     2.0"
"Restgassen uit olie","2003","     1.0","     1.0","","","     1.0"
"Restgassen uit olie","2004","     0.8","     0.8","","","     0.8"
"Restgassen uit olie","2005","     0.9","     0.9","","","     0.9"
"Restgassen uit olie","2006","     2.2","     2.2","","","     2.2"
"Restgassen uit olie","2007","     5.8","     5.8","","","     5.8"
"Restgassen uit olie","2008","     5.6","     5.6","","","     5.6"
"Restgassen uit olie","2009","     3.7","     3.7","","","     3.7"
"Restgassen uit olie","2010","     6.1","     6.1","","","     6.1"
"Restgassen uit olie","2011","     6.7","     6.7","","","     6.7"
"Restgassen uit olie","2012","    12.0","    12.0","","","    12.0"
"Restgassen uit olie","2013","    12.0","    12.0","","","    12.0"
"Restgassen uit olie","2014","    19.7","    19.7","","","    19.7"
"Restgassen uit olie","2015","    19.5","    19.5","","","    19.5"
"Restgassen uit olie","2016","    17.8","    17.8","","","    17.8"
"Restgassen uit olie","2017**","    18.3","    18.3","","","    18.3"
"Lpg","1946","       .","","       .","       .","       ."
"Lpg","1947","       .","","       .","       .","       ."
"Lpg","1948","       .","","       .","       .","       ."
"Lpg","1949","       .","","       .","       .","       ."
"Lpg","1950","       .","","       .","       .","       ."
"Lpg","1951","       .","","       .","       .","       ."
"Lpg","1952","       .","","       .","       .","       ."
"Lpg","1953","       .","","       .","       .","       ."
"Lpg","1954","       .","","       .","       .","       ."
"Lpg","1955","       .","","       .","       .","       ."
"Lpg","1956","       .","","       .","       .","       ."
"Lpg","1957","       .","","       .","       .","       ."
"Lpg","1958","       .","","       .","       .","       ."
"Lpg","1959","       .","","       .","       .","       ."
"Lpg","1960","       .","","       .","       .","       ."
"Lpg","1961","       .","","       .","       .","       ."
"Lpg","1962","       .","","       .","       .","       ."
"Lpg","1963","       .","","       .","       .","       ."
"Lpg","1964","       .","","       .","       .","       ."
"Lpg","1965","       .","","       .","       .","       ."
"Lpg","1966","       .","","       .","       .","       ."
"Lpg","1967","       .","","       .","       .","       ."
"Lpg","1968","       .","","       .","       .","       ."
"Lpg","1969","       .","","       .","       .","       ."
"Lpg","1970","       .","","       .","       .","       ."
"Lpg","1971","       .","","       .","       .","       ."
"Lpg","1972","       .","","       .","       .","       ."
"Lpg","1973","       .","","       .","       .","       ."
"Lpg","1974","       .","","       .","       .","       ."
"Lpg","1975","       .","","       .","       .","       ."
"Lpg","1976","       .","","       .","       .","       ."
"Lpg","1977","       .","","       .","       .","       ."
"Lpg","1978","       .","","       .","       .","       ."
"Lpg","1979","       .","","       .","       .","       ."
"Lpg","1980","       .","","       .","       .","       ."
"Lpg","1981","       .","","       .","       .","       ."
"Lpg","1982","       .","","       .","       .","       ."
"Lpg","1983","       .","","       .","       .","       ."
"Lpg","1984","       .","","       .","       .","       ."
"Lpg","1985","       .","","       .","       .","       ."
"Lpg","1986","       .","","       .","       .","       ."
"Lpg","1987","       .","","       .","       .","       ."
"Lpg","1988","       .","","       .","       .","       ."
"Lpg","1989","       .","","       .","       .","       ."
"Lpg","1990","    56.0","","   130.3","    74.7","    56.0"
"Lpg","1991","    35.4","","   121.9","    83.7","    35.4"
"Lpg","1992","    43.2","","   106.4","    66.8","    43.2"
"Lpg","1993","    35.2","","   136.2","   100.8","    35.2"
"Lpg","1994","    25.2","","   113.8","    88.0","    25.2"
"Lpg","1995","    18.4","","    70.7","    51.7","    18.4"
"Lpg","1996","    21.1","","    68.8","    46.5","    21.1"
"Lpg","1997","    26.2","","    81.8","    55.6","    26.2"
"Lpg","1998","    32.7","","    67.3","    34.6","    32.7"
"Lpg","1999","    23.0","","    56.8","    32.2","    23.0"
"Lpg","2000","    17.3","","    49.1","    32.8","    17.3"
"Lpg","2001","    20.9","","    55.4","    34.7","    20.9"
"Lpg","2002","    23.5","","    54.8","    32.0","    23.5"
"Lpg","2003","    12.1","","    43.7","    32.7","    12.1"
"Lpg","2004","    19.5","","    67.6","    47.2","    19.5"
"Lpg","2005","    31.4","","    71.4","    41.6","    31.4"
"Lpg","2006","    36.4","","    80.4","    44.3","    36.4"
"Lpg","2007","    25.6","","    72.3","    48.4","    25.6"
"Lpg","2008","    28.1","","    71.6","    43.6","    28.1"
"Lpg","2009","    18.0","","    66.0","    47.5","    18.0"
"Lpg","2010","    15.3","","    64.0","    47.1","    15.3"
"Lpg","2011","    22.7","","    90.8","    67.1","    22.7"
"Lpg","2012","    -0.4","","    71.1","    71.2","    -0.4"
"Lpg","2013","    51.4","","   115.8","    64.5","    51.4"
"Lpg","2014","    79.6","","   154.7","    73.4","    79.6"
"Lpg","2015","    86.4","","   204.8","   115.1","    86.3"
"Lpg","2016","    62.1","","   166.6","   109.4","    62.1"
"Lpg","2017**","    53.5","","   145.4","    92.9","    53.5"
"Nafta","1946","       .","","       .","       .","       ."
"Nafta","1947","       .","","       .","       .","       ."
"Nafta","1948","       .","","       .","       .","       ."
"Nafta","1949","       .","","       .","       .","       ."
"Nafta","1950","       .","","       .","       .","       ."
"Nafta","1951","       .","","       .","       .","       ."
"Nafta","1952","       .","","       .","       .","       ."
"Nafta","1953","       .","","       .","       .","       ."
"Nafta","1954","       .","","       .","       .","       ."
"Nafta","1955","       .","","       .","       .","       ."
"Nafta","1956","       .","","       .","       .","       ."
"Nafta","1957","       .","","       .","       .","       ."
"Nafta","1958","       .","","       .","       .","       ."
"Nafta","1959","       .","","       .","       .","       ."
"Nafta","1960","       .","","       .","       .","       ."
"Nafta","1961","       .","","       .","       .","       ."
"Nafta","1962","       .","","       .","       .","       ."
"Nafta","1963","       .","","       .","       .","       ."
"Nafta","1964","       .","","       .","       .","       ."
"Nafta","1965","       .","","       .","       .","       ."
"Nafta","1966","       .","","       .","       .","       ."
"Nafta","1967","       .","","       .","       .","       ."
"Nafta","1968","       .","","       .","       .","       ."
"Nafta","1969","       .","","       .","       .","       ."
"Nafta","1970","       .","","       .","       .","       ."
"Nafta","1971","       .","","       .","       .","       ."
"Nafta","1972","       .","","       .","       .","       ."
"Nafta","1973","       .","","       .","       .","       ."
"Nafta","1974","       .","","       .","       .","       ."
"Nafta","1975","       .","","       .","       .","       ."
"Nafta","1976","       .","","       .","       .","       ."
"Nafta","1977","       .","","       .","       .","       ."
"Nafta","1978","       .","","       .","       .","       ."
"Nafta","1979","       .","","       .","       .","       ."
"Nafta","1980","       .","","       .","       .","       ."
"Nafta","1981","       .","","       .","       .","       ."
"Nafta","1982","       .","","       .","       .","       ."
"Nafta","1983","       .","","       .","       .","       ."
"Nafta","1984","       .","","       .","       .","       ."
"Nafta","1985","       .","","       .","       .","       ."
"Nafta","1986","       .","","       .","       .","       ."
"Nafta","1987","       .","","       .","       .","       ."
"Nafta","1988","       .","","       .","       .","       ."
"Nafta","1989","       .","","       .","       .","       ."
"Nafta","1990","    74.7","","   511.5","   440.2","    74.7"
"Nafta","1991","    10.6","","   417.5","   413.4","    10.6"
"Nafta","1992","    -0.2","","   398.5","   406.6","    -0.2"
"Nafta","1993","     2.4","","   366.0","   356.7","     2.4"
"Nafta","1994","     7.9","","   356.2","   344.9","     7.9"
"Nafta","1995","   -29.6","","   372.2","   405.2","   -29.6"
"Nafta","1996","   -28.9","","   380.5","   420.7","   -28.9"
"Nafta","1997","   -45.9","","   435.3","   471.5","   -45.9"
"Nafta","1998","   -55.9","","   414.5","   475.3","   -55.9"
"Nafta","1999","   -73.4","","   458.1","   531.7","   -73.4"
"Nafta","2000","   -42.6","","   539.8","   574.7","   -42.6"
"Nafta","2001","   -18.0","","   468.4","   494.9","   -18.0"
"Nafta","2002","     8.9","","   494.3","   487.8","     8.9"
"Nafta","2003","   114.7","","   660.0","   535.4","   114.7"
"Nafta","2004","    63.1","","   738.8","   669.8","    63.1"
"Nafta","2005","    48.8","","   646.0","   601.8","    48.8"
"Nafta","2006","    74.2","","   653.5","   575.7","    74.2"
"Nafta","2007","    72.3","","   584.9","   512.8","    72.3"
"Nafta","2008","    17.8","","   530.0","   504.4","    17.8"
"Nafta","2009","    62.3","","   560.7","   495.6","    62.3"
