"Energiedragers","Perioden","Energieaanbod/Totaal aanbod (TPES) (PJ)","Winning","Invoer","Uitvoer","Energieverbruik"
"Terpentine en speciale benzine","1960","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1961","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1962","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1963","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1964","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1965","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1966","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1967","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1968","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1969","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1970","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1971","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1972","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1973","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1974","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1975","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1976","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1977","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1978","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1979","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1980","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1981","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1982","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1983","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1984","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1985","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1986","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1987","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1988","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1989","       .","","       .","       .","       ."
"Terpentine en speciale benzine","1990","    -5.4","","     4.7","    10.5","    -5.4"
"Terpentine en speciale benzine","1991","    -7.0","","     1.4","     8.2","    -7.0"
"Terpentine en speciale benzine","1992","    -4.5","","     3.2","     8.2","    -4.5"
"Terpentine en speciale benzine","1993","    -3.9","","     2.5","     6.2","    -3.9"
"Terpentine en speciale benzine","1994","    -3.2","","     5.8","     6.6","    -3.2"
"Terpentine en speciale benzine","1995","    -4.2","","     5.2","    11.8","    -4.2"
"Terpentine en speciale benzine","1996","    -5.2","","     4.0","     8.9","    -5.2"
"Terpentine en speciale benzine","1997","   -12.3","","     8.2","    19.7","   -12.3"
"Terpentine en speciale benzine","1998","    -7.1","","     5.3","    13.1","    -7.1"
"Terpentine en speciale benzine","1999","     7.7","","    17.1","     9.4","     7.7"
"Terpentine en speciale benzine","2000","     5.0","","    14.7","     9.2","     5.0"
"Terpentine en speciale benzine","2001","     6.4","","    14.7","     8.7","     6.4"
"Terpentine en speciale benzine","2002","     6.8","","    17.9","    11.6","     6.8"
"Terpentine en speciale benzine","2003","    11.1","","    17.7","     6.5","    11.1"
"Terpentine en speciale benzine","2004","    17.1","","    23.5","     6.4","    17.1"
"Terpentine en speciale benzine","2005","    19.5","","    27.4","     8.3","    19.5"
"Terpentine en speciale benzine","2006","    14.2","","    24.2","     9.6","    14.2"
"Terpentine en speciale benzine","2007","    17.1","","    26.7","     9.4","    17.1"
"Terpentine en speciale benzine","2008","    12.8","","    24.8","    11.4","    12.8"
"Terpentine en speciale benzine","2009","    12.9","","    22.1","     9.7","    12.9"
"Terpentine en speciale benzine","2010","     8.1","","    21.9","    13.8","     8.1"
"Terpentine en speciale benzine","2011","    -5.6","","    22.4","    25.4","    -5.6"
"Terpentine en speciale benzine","2012","     8.3","","    32.2","    24.5","     8.3"
"Terpentine en speciale benzine","2013","    18.9","","    37.9","    19.9","    18.9"
"Terpentine en speciale benzine","2014","    20.4","","    38.5","    19.0","    20.4"
"Terpentine en speciale benzine","2015","    28.1","","    61.9","    29.9","    28.1"
"Terpentine en speciale benzine","2016","    46.6","","    91.9","    45.0","    46.6"
"Terpentine en speciale benzine","2017**","    56.7","","    96.7","    42.4","    56.7"
"Smeermiddelen","1946","       .","","       .","       .","       ."
"Smeermiddelen","1947","       .","","       .","       .","       ."
"Smeermiddelen","1948","       .","","       .","       .","       ."
"Smeermiddelen","1949","       .","","       .","       .","       ."
"Smeermiddelen","1950","       .","","       .","       .","       ."
"Smeermiddelen","1951","       .","","       .","       .","       ."
"Smeermiddelen","1952","       .","","       .","       .","       ."
"Smeermiddelen","1953","       .","","       .","       .","       ."
"Smeermiddelen","1954","       .","","       .","       .","       ."
"Smeermiddelen","1955","       .","","       .","       .","       ."
"Smeermiddelen","1956","       .","","       .","       .","       ."
"Smeermiddelen","1957","       .","","       .","       .","       ."
"Smeermiddelen","1958","       .","","       .","       .","       ."
"Smeermiddelen","1959","       .","","       .","       .","       ."
"Smeermiddelen","1960","       .","","       .","       .","       ."
"Smeermiddelen","1961","       .","","       .","       .","       ."
"Smeermiddelen","1962","       .","","       .","       .","       ."
"Smeermiddelen","1963","       .","","       .","       .","       ."
"Smeermiddelen","1964","       .","","       .","       .","       ."
"Smeermiddelen","1965","       .","","       .","       .","       ."
"Smeermiddelen","1966","       .","","       .","       .","       ."
"Smeermiddelen","1967","       .","","       .","       .","       ."
"Smeermiddelen","1968","       .","","       .","       .","       ."
"Smeermiddelen","1969","       .","","       .","       .","       ."
"Smeermiddelen","1970","       .","","       .","       .","       ."
"Smeermiddelen","1971","       .","","       .","       .","       ."
"Smeermiddelen","1972","       .","","       .","       .","       ."
"Smeermiddelen","1973","       .","","       .","       .","       ."
"Smeermiddelen","1974","       .","","       .","       .","       ."
"Smeermiddelen","1975","       .","","       .","       .","       ."
"Smeermiddelen","1976","       .","","       .","       .","       ."
"Smeermiddelen","1977","       .","","       .","       .","       ."
"Smeermiddelen","1978","       .","","       .","       .","       ."
"Smeermiddelen","1979","       .","","       .","       .","       ."
"Smeermiddelen","1980","       .","","       .","       .","       ."
"Smeermiddelen","1981","       .","","       .","       .","       ."
"Smeermiddelen","1982","       .","","       .","       .","       ."
"Smeermiddelen","1983","       .","","       .","       .","       ."
"Smeermiddelen","1984","       .","","       .","       .","       ."
"Smeermiddelen","1985","       .","","       .","       .","       ."
"Smeermiddelen","1986","       .","","       .","       .","       ."
"Smeermiddelen","1987","       .","","       .","       .","       ."
"Smeermiddelen","1988","       .","","       .","       .","       ."
"Smeermiddelen","1989","       .","","       .","       .","       ."
"Smeermiddelen","1990","   -18.9","","    16.2","    30.5","   -18.9"
"Smeermiddelen","1991","   -18.2","","    15.3","    30.4","   -18.2"
"Smeermiddelen","1992","   -14.8","","    16.3","    26.5","   -14.8"
"Smeermiddelen","1993","   -12.1","","    16.6","    24.5","   -12.1"
"Smeermiddelen","1994","   -16.4","","    15.6","    29.4","   -16.4"
"Smeermiddelen","1995","   -18.6","","    16.6","    29.7","   -18.6"
"Smeermiddelen","1996","   -18.7","","    16.5","    31.3","   -18.7"
"Smeermiddelen","1997","   -15.6","","    21.3","    33.7","   -15.6"
"Smeermiddelen","1998","   -18.4","","    22.0","    33.9","   -18.4"
"Smeermiddelen","1999","   -17.3","","    24.3","    38.4","   -17.3"
"Smeermiddelen","2000","   -18.9","","    22.3","    33.5","   -18.9"
"Smeermiddelen","2001","   -15.5","","    24.7","    32.6","   -15.5"
"Smeermiddelen","2002","   -17.4","","    20.8","    34.7","   -17.4"
"Smeermiddelen","2003","   -16.4","","    20.9","    31.7","   -16.4"
"Smeermiddelen","2004","   -19.0","","    24.3","    38.3","   -19.0"
"Smeermiddelen","2005","   -15.0","","    28.1","    37.9","   -15.0"
"Smeermiddelen","2006","    26.7","","    79.3","    47.9","    26.7"
"Smeermiddelen","2007","   -18.4","","    37.9","    51.5","   -18.4"
"Smeermiddelen","2008","   -26.5","","    39.8","    59.8","   -26.5"
"Smeermiddelen","2009","   -35.1","","    34.9","    69.6","   -35.1"
"Smeermiddelen","2010","   -32.3","","    42.3","    70.7","   -32.3"
"Smeermiddelen","2011","   -20.5","","    41.8","    56.8","   -20.5"
"Smeermiddelen","2012","   -19.6","","    45.5","    64.5","   -19.6"
"Smeermiddelen","2013","   -15.2","","    45.6","    61.3","   -15.2"
"Smeermiddelen","2014","   -16.3","","    53.8","    65.6","   -16.3"
"Smeermiddelen","2015","   -17.7","","    65.4","    81.2","   -17.7"
"Smeermiddelen","2016","     4.8","","    77.2","    72.1","     4.8"
"Smeermiddelen","2017**","     4.9","","    77.6","    66.0","     4.9"
"Bitumen","1946","       .","","       .","       .","       ."
"Bitumen","1947","       .","","       .","       .","       ."
"Bitumen","1948","       .","","       .","       .","       ."
"Bitumen","1949","       .","","       .","       .","       ."
"Bitumen","1950","       .","","       .","       .","       ."
"Bitumen","1951","       .","","       .","       .","       ."
"Bitumen","1952","       .","","       .","       .","       ."
"Bitumen","1953","       .","","       .","       .","       ."
"Bitumen","1954","       .","","       .","       .","       ."
"Bitumen","1955","       .","","       .","       .","       ."
"Bitumen","1956","       .","","       .","       .","       ."
"Bitumen","1957","       .","","       .","       .","       ."
"Bitumen","1958","       .","","       .","       .","       ."
"Bitumen","1959","       .","","       .","       .","       ."
"Bitumen","1960","       .","","       .","       .","       ."
"Bitumen","1961","       .","","       .","       .","       ."
"Bitumen","1962","       .","","       .","       .","       ."
"Bitumen","1963","       .","","       .","       .","       ."
"Bitumen","1964","       .","","       .","       .","       ."
"Bitumen","1965","       .","","       .","       .","       ."
"Bitumen","1966","       .","","       .","       .","       ."
"Bitumen","1967","       .","","       .","       .","       ."
"Bitumen","1968","       .","","       .","       .","       ."
"Bitumen","1969","       .","","       .","       .","       ."
"Bitumen","1970","       .","","       .","       .","       ."
"Bitumen","1971","       .","","       .","       .","       ."
"Bitumen","1972","       .","","       .","       .","       ."
"Bitumen","1973","       .","","       .","       .","       ."
"Bitumen","1974","       .","","       .","       .","       ."
"Bitumen","1975","       .","","       .","       .","       ."
"Bitumen","1976","       .","","       .","       .","       ."
"Bitumen","1977","       .","","       .","       .","       ."
"Bitumen","1978","       .","","       .","       .","       ."
"Bitumen","1979","       .","","       .","       .","       ."
"Bitumen","1980","       .","","       .","       .","       ."
"Bitumen","1981","       .","","       .","       .","       ."
"Bitumen","1982","       .","","       .","       .","       ."
"Bitumen","1983","       .","","       .","       .","       ."
"Bitumen","1984","       .","","       .","       .","       ."
"Bitumen","1985","       .","","       .","       .","       ."
"Bitumen","1986","       .","","       .","       .","       ."
"Bitumen","1987","       .","","       .","       .","       ."
"Bitumen","1988","       .","","       .","       .","       ."
"Bitumen","1989","       .","","       .","       .","       ."
"Bitumen","1990","    -8.8","","     7.4","    15.6","    -8.8"
"Bitumen","1991","   -10.1","","     6.6","    17.3","   -10.1"
"Bitumen","1992","    -8.2","","     6.5","    14.2","    -8.2"
"Bitumen","1993","    -3.7","","     6.6","    10.4","    -3.7"
"Bitumen","1994","    -7.0","","     8.5","    16.0","    -7.0"
"Bitumen","1995","   -10.9","","    14.7","    25.6","   -10.9"
"Bitumen","1996","    -6.2","","     8.7","    15.3","    -6.2"
"Bitumen","1997","    -2.7","","    17.8","    17.1","    -2.7"
"Bitumen","1998","     0.6","","    11.4","    13.6","     0.6"
"Bitumen","1999","    -7.1","","    10.4","    17.1","    -7.1"
"Bitumen","2000","   -11.6","","     6.7","    19.6","   -11.6"
"Bitumen","2001","    -8.5","","    11.8","    20.3","    -8.5"
"Bitumen","2002","    -5.9","","     9.8","    15.9","    -5.9"
"Bitumen","2003","    -0.1","","     9.9","    10.4","    -0.1"
"Bitumen","2004","    -1.4","","    11.2","    12.3","    -1.4"
"Bitumen","2005","     3.3","","    11.4","     8.1","     3.3"
"Bitumen","2006","     2.5","","    10.4","     8.0","     2.5"
"Bitumen","2007","    -1.2","","     9.3","    10.3","    -1.2"
"Bitumen","2008","     2.2","","    13.7","    11.6","     2.2"
"Bitumen","2009","    -1.7","","    14.5","    16.0","    -1.7"
"Bitumen","2010","     1.7","","    15.7","    14.3","     1.7"
"Bitumen","2011","    -1.8","","    10.5","    12.2","    -1.8"
"Bitumen","2012","    -4.8","","    16.4","    20.8","    -4.8"
"Bitumen","2013","   -10.1","","    13.2","    23.6","   -10.1"
"Bitumen","2014","   -13.0","","     7.8","    20.5","   -13.0"
"Bitumen","2015","   -12.5","","     7.7","    20.6","   -12.5"
"Bitumen","2016","    -3.5","","    17.0","    20.6","    -3.5"
"Bitumen","2017**","    -3.9","","    19.2","    23.1","    -3.9"
"Minerale wassen","1946","       .","","       .","       .","       ."
"Minerale wassen","1947","       .","","       .","       .","       ."
"Minerale wassen","1948","       .","","       .","       .","       ."
"Minerale wassen","1949","       .","","       .","       .","       ."
"Minerale wassen","1950","       .","","       .","       .","       ."
"Minerale wassen","1951","       .","","       .","       .","       ."
"Minerale wassen","1952","       .","","       .","       .","       ."
"Minerale wassen","1953","       .","","       .","       .","       ."
"Minerale wassen","1954","       .","","       .","       .","       ."
"Minerale wassen","1955","       .","","       .","       .","       ."
"Minerale wassen","1956","       .","","       .","       .","       ."
"Minerale wassen","1957","       .","","       .","       .","       ."
"Minerale wassen","1958","       .","","       .","       .","       ."
"Minerale wassen","1959","       .","","       .","       .","       ."
"Minerale wassen","1960","       .","","       .","       .","       ."
"Minerale wassen","1961","       .","","       .","       .","       ."
"Minerale wassen","1962","       .","","       .","       .","       ."
"Minerale wassen","1963","       .","","       .","       .","       ."
"Minerale wassen","1964","       .","","       .","       .","       ."
"Minerale wassen","1965","       .","","       .","       .","       ."
"Minerale wassen","1966","       .","","       .","       .","       ."
"Minerale wassen","1967","       .","","       .","       .","       ."
"Minerale wassen","1968","       .","","       .","       .","       ."
"Minerale wassen","1969","       .","","       .","       .","       ."
"Minerale wassen","1970","       .","","       .","       .","       ."
"Minerale wassen","1971","       .","","       .","       .","       ."
"Minerale wassen","1972","       .","","       .","       .","       ."
"Minerale wassen","1973","       .","","       .","       .","       ."
"Minerale wassen","1974","       .","","       .","       .","       ."
"Minerale wassen","1975","       .","","       .","       .","       ."
"Minerale wassen","1976","       .","","       .","       .","       ."
"Minerale wassen","1977","       .","","       .","       .","       ."
"Minerale wassen","1978","       .","","       .","       .","       ."
"Minerale wassen","1979","       .","","       .","       .","       ."
"Minerale wassen","1980","       .","","       .","       .","       ."
"Minerale wassen","1981","       .","","       .","       .","       ."
"Minerale wassen","1982","       .","","       .","       .","       ."
"Minerale wassen","1983","       .","","       .","       .","       ."
"Minerale wassen","1984","       .","","       .","       .","       ."
"Minerale wassen","1985","       .","","       .","       .","       ."
"Minerale wassen","1986","       .","","       .","       .","       ."
"Minerale wassen","1987","       .","","       .","       .","       ."
"Minerale wassen","1988","       .","","       .","       .","       ."
"Minerale wassen","1989","       .","","       .","       .","       ."
"Minerale wassen","1990","    -1.7","","     2.6","     4.3","    -1.7"
"Minerale wassen","1991","     0.1","","     2.9","     3.0","     0.1"
"Minerale wassen","1992","    -1.0","","     2.9","     3.9","    -1.0"
"Minerale wassen","1993","    -0.8","","     2.5","     3.2","    -0.8"
"Minerale wassen","1994","    -1.1","","     3.1","     4.2","    -1.1"
"Minerale wassen","1995","    -1.7","","     2.9","     4.8","    -1.7"
"Minerale wassen","1996","    -1.6","","     3.4","     4.8","    -1.6"
"Minerale wassen","1997","    -1.8","","     3.1","     5.0","    -1.8"
"Minerale wassen","1998","    -3.2","","     2.6","     5.7","    -3.2"
"Minerale wassen","1999","    -2.2","","     4.5","     6.6","    -2.2"
"Minerale wassen","2000","    -1.2","","     4.1","     5.3","    -1.2"
"Minerale wassen","2001","    -2.6","","     4.4","     6.7","    -2.6"
"Minerale wassen","2002","    -3.5","","     4.2","     7.7","    -3.5"
"Minerale wassen","2003","    -3.5","","     4.7","     8.1","    -3.5"
"Minerale wassen","2004","    -1.6","","     5.6","     7.3","    -1.6"
"Minerale wassen","2005","    -1.8","","     4.8","     6.6","    -1.8"
"Minerale wassen","2006","    -0.7","","     5.2","     6.0","    -0.7"
"Minerale wassen","2007","    -2.9","","     3.9","     6.2","    -2.9"
"Minerale wassen","2008","    -2.3","","     4.7","     6.2","    -2.3"
"Minerale wassen","2009","    -1.4","","     4.4","     7.7","    -1.4"
"Minerale wassen","2010","     4.8","","    10.5","     5.3","     4.8"
"Minerale wassen","2011","     1.3","","     7.3","     6.2","     1.3"
"Minerale wassen","2012","    -1.4","","     4.4","     5.7","    -1.4"
"Minerale wassen","2013","    -1.3","","     4.9","     6.2","    -1.3"
"Minerale wassen","2014","    -1.9","","     5.2","     6.9","    -1.9"
"Minerale wassen","2015","    -1.6","","     5.5","     7.2","    -1.6"
"Minerale wassen","2016","     2.5","","     6.8","     4.9","     2.5"
"Minerale wassen","2017**","     1.8","","     6.0","     3.9","     1.8"
"Petroleumcokes","1946","       .","","       .","       .","       ."
"Petroleumcokes","1947","       .","","       .","       .","       ."
"Petroleumcokes","1948","       .","","       .","       .","       ."
"Petroleumcokes","1949","       .","","       .","       .","       ."
"Petroleumcokes","1950","       .","","       .","       .","       ."
"Petroleumcokes","1951","       .","","       .","       .","       ."
"Petroleumcokes","1952","       .","","       .","       .","       ."
"Petroleumcokes","1953","       .","","       .","       .","       ."
"Petroleumcokes","1954","       .","","       .","       .","       ."
"Petroleumcokes","1955","       .","","       .","       .","       ."
"Petroleumcokes","1956","       .","","       .","       .","       ."
"Petroleumcokes","1957","       .","","       .","       .","       ."
"Petroleumcokes","1958","       .","","       .","       .","       ."
"Petroleumcokes","1959","       .","","       .","       .","       ."
"Petroleumcokes","1960","       .","","       .","       .","       ."
"Petroleumcokes","1961","       .","","       .","       .","       ."
"Petroleumcokes","1962","       .","","       .","       .","       ."
"Petroleumcokes","1963","       .","","       .","       .","       ."
"Petroleumcokes","1964","       .","","       .","       .","       ."
"Petroleumcokes","1965","       .","","       .","       .","       ."
"Petroleumcokes","1966","       .","","       .","       .","       ."
"Petroleumcokes","1967","       .","","       .","       .","       ."
"Petroleumcokes","1968","       .","","       .","       .","       ."
"Petroleumcokes","1969","       .","","       .","       .","       ."
"Petroleumcokes","1970","       .","","       .","       .","       ."
"Petroleumcokes","1971","       .","","       .","       .","       ."
"Petroleumcokes","1972","       .","","       .","       .","       ."
"Petroleumcokes","1973","       .","","       .","       .","       ."
"Petroleumcokes","1974","       .","","       .","       .","       ."
"Petroleumcokes","1975","       .","","       .","       .","       ."
"Petroleumcokes","1976","       .","","       .","       .","       ."
"Petroleumcokes","1977","       .","","       .","       .","       ."
"Petroleumcokes","1978","       .","","       .","       .","       ."
"Petroleumcokes","1979","       .","","       .","       .","       ."
"Petroleumcokes","1980","       .","","       .","       .","       ."
"Petroleumcokes","1981","       .","","       .","       .","       ."
"Petroleumcokes","1982","       .","","       .","       .","       ."
"Petroleumcokes","1983","       .","","       .","       .","       ."
"Petroleumcokes","1984","       .","","       .","       .","       ."
"Petroleumcokes","1985","       .","","       .","       .","       ."
"Petroleumcokes","1986","       .","","       .","       .","       ."
"Petroleumcokes","1987","       .","","       .","       .","       ."
"Petroleumcokes","1988","       .","","       .","       .","       ."
"Petroleumcokes","1989","       .","","       .","       .","       ."
"Petroleumcokes","1990","     9.7","","    15.7","     6.2","     9.7"
"Petroleumcokes","1991","    11.3","","    18.5","     8.8","    11.3"
"Petroleumcokes","1992","    11.8","","    18.0","     7.4","    11.8"
"Petroleumcokes","1993","    13.4","","    20.0","     6.9","    13.4"
"Petroleumcokes","1994","    14.4","","    26.5","    12.2","    14.4"
"Petroleumcokes","1995","    15.4","","    26.6","    11.4","    15.4"
"Petroleumcokes","1996","    15.7","","    28.3","    12.8","    15.7"
"Petroleumcokes","1997","    13.9","","    41.3","    27.1","    13.9"
"Petroleumcokes","1998","    15.4","","    28.9","    12.6","    15.4"
"Petroleumcokes","1999","    14.4","","    32.6","    19.1","    14.4"
"Petroleumcokes","2000","    15.1","","    33.2","    18.4","    15.1"
"Petroleumcokes","2001","    15.7","","    48.2","    32.3","    15.7"
"Petroleumcokes","2002","    16.7","","    48.3","    31.4","    16.7"
"Petroleumcokes","2003","    15.5","","    46.2","    31.3","    15.5"
"Petroleumcokes","2004","    18.3","","    64.0","    45.3","    18.3"
"Petroleumcokes","2005","    19.0","","    49.8","    30.5","    19.0"
"Petroleumcokes","2006","    17.7","","    63.0","    45.5","    17.7"
"Petroleumcokes","2007","    16.8","","    49.9","    33.0","    16.8"
"Petroleumcokes","2008","    14.8","","    51.2","    36.3","    14.8"
"Petroleumcokes","2009","    12.2","","    41.7","    29.6","    12.2"
"Petroleumcokes","2010","    15.2","","    43.2","    26.7","    15.2"
"Petroleumcokes","2011","    11.4","","    41.6","    29.9","    11.4"
"Petroleumcokes","2012","     8.6","","    38.1","    29.8","     8.6"
"Petroleumcokes","2013","     8.3","","    43.7","    35.4","     8.3"
"Petroleumcokes","2014","    16.0","","    36.3","    20.3","    16.0"
"Petroleumcokes","2015","    15.9","","    43.1","    27.2","    15.9"
"Petroleumcokes","2016","    16.5","","    42.7","    26.3","    16.5"
"Petroleumcokes","2017**","    18.9","","    45.3","    26.3","    18.9"
"Overige aardolieproducten","1946","       .","","       .","       .","       ."
"Overige aardolieproducten","1947","       .","","       .","       .","       ."
"Overige aardolieproducten","1948","       .","","       .","       .","       ."
"Overige aardolieproducten","1949","       .","","       .","       .","       ."
"Overige aardolieproducten","1950","       .","","       .","       .","       ."
"Overige aardolieproducten","1951","       .","","       .","       .","       ."
"Overige aardolieproducten","1952","       .","","       .","       .","       ."
"Overige aardolieproducten","1953","       .","","       .","       .","       ."
"Overige aardolieproducten","1954","       .","","       .","       .","       ."
"Overige aardolieproducten","1955","       .","","       .","       .","       ."
"Overige aardolieproducten","1956","       .","","       .","       .","       ."
"Overige aardolieproducten","1957","       .","","       .","       .","       ."
"Overige aardolieproducten","1958","       .","","       .","       .","       ."
"Overige aardolieproducten","1959","       .","","       .","       .","       ."
"Overige aardolieproducten","1960","       .","","       .","       .","       ."
"Overige aardolieproducten","1961","       .","","       .","       .","       ."
"Overige aardolieproducten","1962","       .","","       .","       .","       ."
"Overige aardolieproducten","1963","       .","","       .","       .","       ."
"Overige aardolieproducten","1964","       .","","       .","       .","       ."
"Overige aardolieproducten","1965","       .","","       .","       .","       ."
"Overige aardolieproducten","1966","       .","","       .","       .","       ."
"Overige aardolieproducten","1967","       .","","       .","       .","       ."
"Overige aardolieproducten","1968","       .","","       .","       .","       ."
"Overige aardolieproducten","1969","       .","","       .","       .","       ."
"Overige aardolieproducten","1970","       .","","       .","       .","       ."
"Overige aardolieproducten","1971","       .","","       .","       .","       ."
"Overige aardolieproducten","1972","       .","","       .","       .","       ."
"Overige aardolieproducten","1973","       .","","       .","       .","       ."
"Overige aardolieproducten","1974","       .","","       .","       .","       ."
"Overige aardolieproducten","1975","       .","","       .","       .","       ."
"Overige aardolieproducten","1976","       .","","       .","       .","       ."
"Overige aardolieproducten","1977","       .","","       .","       .","       ."
"Overige aardolieproducten","1978","       .","","       .","       .","       ."
"Overige aardolieproducten","1979","       .","","       .","       .","       ."
"Overige aardolieproducten","1980","       .","","       .","       .","       ."
"Overige aardolieproducten","1981","       .","","       .","       .","       ."
"Overige aardolieproducten","1982","       .","","       .","       .","       ."
"Overige aardolieproducten","1983","       .","","       .","       .","       ."
"Overige aardolieproducten","1984","       .","","       .","       .","       ."
"Overige aardolieproducten","1985","       .","","       .","       .","       ."
"Overige aardolieproducten","1986","       .","","       .","       .","       ."
"Overige aardolieproducten","1987","       .","","       .","       .","       ."
"Overige aardolieproducten","1988","       .","","       .","       .","       ."
"Overige aardolieproducten","1989","       .","","       .","       .","       ."
"Overige aardolieproducten","1990","     3.2","","    24.5","    19.8","     3.2"
"Overige aardolieproducten","1991","     1.6","","    25.2","    24.3","     1.6"
"Overige aardolieproducten","1992","     2.9","","    20.5","    18.9","     2.9"
"Overige aardolieproducten","1993","     4.5","","    18.6","    14.2","     4.5"
"Overige aardolieproducten","1994","    -6.2","","    18.4","    20.8","    -6.2"
"Overige aardolieproducten","1995","     8.0","","    26.9","    22.7","     8.0"
"Overige aardolieproducten","1996","     6.9","","    25.0","    17.2","     6.9"
"Overige aardolieproducten","1997","     7.4","","    34.4","    26.5","     7.5"
"Overige aardolieproducten","1998","    11.2","","    32.5","    21.2","    11.2"
"Overige aardolieproducten","1999","    13.0","","    31.9","    20.3","    13.0"
"Overige aardolieproducten","2000","    -3.6","","    17.0","    19.7","    -3.6"
"Overige aardolieproducten","2001","    -6.5","","    13.4","    20.6","    -6.5"
"Overige aardolieproducten","2002","   -11.4","","    16.9","    26.3","   -11.4"
"Overige aardolieproducten","2003","   -17.4","","    13.6","    33.8","   -17.3"
"Overige aardolieproducten","2004","    10.8","","    50.0","    38.7","    10.8"
"Overige aardolieproducten","2005","    46.6","","    83.7","    36.2","    47.4"
"Overige aardolieproducten","2006","    -5.2","","    27.6","    33.3","    -5.2"
"Overige aardolieproducten","2007","    -5.3","","    26.2","    31.6","    -5.3"
"Overige aardolieproducten","2008","    -4.4","","    26.3","    31.0","    -4.3"
"Overige aardolieproducten","2009","   -11.0","","    14.8","    25.8","   -11.0"
"Overige aardolieproducten","2010","    -5.4","","    30.2","    35.4","    -5.4"
"Overige aardolieproducten","2011","   -16.1","","    24.1","    40.8","   -16.1"
"Overige aardolieproducten","2012","   -11.7","","    25.5","    36.6","   -11.7"
"Overige aardolieproducten","2013","   -10.3","","    19.9","    31.3","   -10.3"
"Overige aardolieproducten","2014","    -3.7","","    30.9","    34.1","    -3.7"
"Overige aardolieproducten","2015","    22.5","","    55.8","    30.0","    22.5"
"Overige aardolieproducten","2016","   -26.4","","    96.6","   111.3","   -26.4"
"Overige aardolieproducten","2017**","  -153.7","","   665.3","   788.8","  -153.7"
"Aardgas","1946","","","","",""
"Aardgas","1947","","","","",""
"Aardgas","1948","","","","",""
"Aardgas","1949","","","","",""
"Aardgas","1950","","","","",""
"Aardgas","1951","","","","",""
"Aardgas","1952","","","","",""
"Aardgas","1953","     1.0","     1.0","       .","       .","     1.0"
"Aardgas","1954","     3.0","     3.0","       .","       .","     3.0"
"Aardgas","1955","     4.0","     4.0","       .","       .","     4.0"
"Aardgas","1956","     5.0","     5.0","       .","       .","     5.0"
"Aardgas","1957","     4.0","     4.0","       .","       .","     4.0"
"Aardgas","1958","     5.0","     5.0","       .","       .","     5.0"
"Aardgas","1959","     7.0","     7.0","       .","       .","     7.0"
"Aardgas","1960","    10.0","    10.0","       .","       .","    10.0"
"Aardgas","1961","    13.0","    13.0","       .","       .","    13.0"
"Aardgas","1962","    17.0","    17.0","       .","       .","    17.0"
"Aardgas","1963","    20.0","    20.0","       .","       .","    20.0"
"Aardgas","1964","    27.0","    28.0","       .","       .","    27.0"
"Aardgas","1965","    54.0","    55.0","       .","     1.0","    54.0"
"Aardgas","1966","   103.0","   108.0","       .","     5.0","   103.0"
"Aardgas","1967","   182.0","   225.0","       .","    43.0","   182.0"
"Aardgas","1968","   306.0","   450.0","       .","   144.0","   306.0"
"Aardgas","1969","   451.0","   697.0","       .","   246.0","   451.0"
"Aardgas","1970","   635.0","  1005.0","       .","   370.0","   635.0"
"Aardgas","1971","   830.0","  1389.0","       .","   559.0","   830.0"
"Aardgas","1972","  1080.0","  1852.0","       .","   772.0","  1080.0"
"Aardgas","1973","  1201.0","  2252.0","       .","  1051.0","  1201.0"
"Aardgas","1974","  1278.0","  2670.0","       .","  1392.0","  1278.0"
"Aardgas","1975","  1332.0","  2892.0","       .","  1560.0","  1333.0"
"Aardgas","1976","  1384.0","  3090.0","       .","  1706.0","  1384.0"
"Aardgas","1977","  1389.0","  3100.0","     9.0","  1719.0","  1389.0"
"Aardgas","1978","  1392.0","  2838.0","    56.0","  1500.0","  1392.0"
